error_id,rule_id,status,domain,USUBJID,row_index,primitive,variables_modified,re_derived,failure_reason
INJ-SD1357-CM-001,SD1357,injected,CM,,,add_column,"{""MIDSDTC"": {""original"": ""absent"", ""injected"": ""2025-02-05""}}",,
INJ-SD1357-EC-002,SD1357,injected,EC,,,add_column,"{""MIDSDTC"": {""original"": ""absent"", ""injected"": ""2025-02-05""}}",,
INJ-SD1357-EX-003,SD1357,injected,EX,,,add_column,"{""MIDSDTC"": {""original"": ""absent"", ""injected"": ""2025-02-05""}}",,
INJ-SD1357-SU-004,SD1357,injected,SU,,,add_column,"{""MIDSDTC"": {""original"": ""absent"", ""injected"": ""2025-02-05""}}",,
INJ-SD1357-AE-005,SD1357,injected,AE,,,add_column,"{""MIDSDTC"": {""original"": ""absent"", ""injected"": ""2025-02-05""}}",,
INJ-SD1357-DS-006,SD1357,injected,DS,,,add_column,"{""MIDSDTC"": {""original"": ""absent"", ""injected"": ""2025-02-05""}}",,
INJ-SD1357-DV-007,SD1357,injected,DV,,,add_column,"{""MIDSDTC"": {""original"": ""absent"", ""injected"": ""2025-02-05""}}",,
INJ-SD1357-HO-008,SD1357,injected,HO,,,add_column,"{""MIDSDTC"": {""original"": ""absent"", ""injected"": ""2025-02-05""}}",,
INJ-SD1357-MH-009,SD1357,injected,MH,,,add_column,"{""MIDSDTC"": {""original"": ""absent"", ""injected"": ""2025-02-05""}}",,
INJ-SD1357-DA-010,SD1357,injected,DA,,,add_column,"{""MIDSDTC"": {""original"": ""absent"", ""injected"": ""2025-02-05""}}",,
INJ-SD1357-DD-011,SD1357,injected,DD,,,add_column,"{""MIDSDTC"": {""original"": ""absent"", ""injected"": ""2025-02-05""}}",,
INJ-SD1357-EG-012,SD1357,injected,EG,,,add_column,"{""MIDSDTC"": {""original"": ""absent"", ""injected"": ""2025-02-05""}}",,
INJ-SD1357-IE-013,SD1357,injected,IE,,,add_column,"{""MIDSDTC"": {""original"": ""absent"", ""injected"": ""2025-02-05""}}",,
INJ-SD1357-LB-014,SD1357,injected,LB,,,add_column,"{""MIDSDTC"": {""original"": ""absent"", ""injected"": ""2025-02-05""}}",,
INJ-SD1357-PC-015,SD1357,injected,PC,,,add_column,"{""MIDSDTC"": {""original"": ""absent"", ""injected"": ""2025-02-05""}}",,
INJ-SD1357-PE-016,SD1357,injected,PE,,,add_column,"{""MIDSDTC"": {""original"": ""absent"", ""injected"": ""2025-02-05""}}",,
INJ-SD1357-PP-017,SD1357,injected,PP,,,add_column,"{""MIDSDTC"": {""original"": ""absent"", ""injected"": ""2025-02-05""}}",,
INJ-SD1357-SC-018,SD1357,injected,SC,,,add_column,"{""MIDSDTC"": {""original"": ""absent"", ""injected"": ""2025-02-05""}}",,
INJ-SD1357-SS-019,SD1357,injected,SS,,,add_column,"{""MIDSDTC"": {""original"": ""absent"", ""injected"": ""2025-02-05""}}",,
INJ-SD1357-VS-020,SD1357,injected,VS,,,add_column,"{""MIDSDTC"": {""original"": ""absent"", ""injected"": ""2025-02-05""}}",,
